seqnames	start	end	width	strand	source	type	ID	Name	biotype
chr3	15061320	15062756	1437	+	ensembl_WGS	gene	GRMZM2G177242	GRMZM2G177242	protein_coding
chr3	19011695	19012988	1294	+	ensembl_WGS	gene	GRMZM2G701367	GRMZM2G701367	protein_coding
chr3	28333525	28336000	2476	+	ensembl_WGS	gene	GRMZM2G076104	GRMZM2G076104	protein_coding
chr3	28631996	28635527	3532	+	ensembl_WGS	gene	GRMZM2G480421	GRMZM2G480421	protein_coding
chr3	32409742	32411910	2169	+	ensembl_WGS	gene	GRMZM2G081719	GRMZM2G081719	protein_coding
chr3	32540910	32544345	3436	-	ensembl_WGS	gene	GRMZM2G401267	GRMZM2G401267	protein_coding
chr3	38600151	38605806	5656	+	ensembl_WGS	gene	GRMZM2G440614	GRMZM2G440614	protein_coding
chr3	40915630	40917132	1503	-	ensembl_WGS	gene	GRMZM2G554475	GRMZM2G554475	protein_coding
chr3	45267123	45269010	1888	+	ensembl_WGS	gene	GRMZM2G301642	GRMZM2G301642	protein_coding
chr3	52810263	52811460	1198	+	ensembl_WGS	gene	GRMZM2G179170	GRMZM2G179170	protein_coding
chr3	54325528	54326895	1368	-	ensembl_WGS	gene	GRMZM2G102014	GRMZM2G102014	protein_coding
chr3	55475631	55476395	765	+	ensembl_WGS	gene	AC220972.3_FG001	AC220972.3_FG001	protein_coding
chr3	57096282	57100887	4606	-	ensembl_WGS	gene	GRMZM2G381473	GRMZM2G381473	protein_coding
chr3	58480342	58485050	4709	+	ensembl_WGS	gene	GRMZM2G034855	GRMZM2G034855	protein_coding
chr3	60012523	60026394	13872	-	ensembl_WGS	gene	GRMZM2G160958	GRMZM2G160958	protein_coding
chr3	75279755	75280289	535	-	ensembl_WGS	gene	GRMZM5G895831	GRMZM5G895831	protein_coding
chr3	77007892	77037943	30052	+	ensembl_WGS	gene	GRMZM2G178319	GRMZM2G178319	protein_coding
chr3	114458272	114459036	765	+	ensembl_WGS	gene	AC219079.3_FG005	AC219079.3_FG005	protein_coding
chr3	124134487	124134855	369	-	ensembl_WGS	gene	AC197595.3_FG001	AC197595.3_FG001	protein_coding
chr3	129217405	129220707	3303	+	ensembl_WGS	gene	GRMZM2G421565	GRMZM2G421565	protein_coding
chr3	129287723	129289362	1640	-	ensembl_WGS	gene	GRMZM2G169569	GRMZM2G169569	protein_coding
chr3	130033492	130037427	3936	+	ensembl_WGS	gene	GRMZM2G341723	GRMZM2G341723	protein_coding
chr3	133994296	133995315	1020	-	ensembl_WGS	gene	GRMZM2G160862	GRMZM2G160862	protein_coding
chr3	134285297	134289508	4212	+	ensembl_WGS	gene	GRMZM2G047434	GRMZM2G047434	protein_coding
chr3	136820071	136820574	504	-	ensembl_WGS	gene	GRMZM2G701764	GRMZM2G701764	protein_coding
chr3	138062152	138082555	20404	-	ensembl_WGS	gene	GRMZM2G099978	GRMZM2G099978	protein_coding
chr3	138546684	138547370	687	+	ensembl_WGS	gene	AC190589.2_FG002	AC190589.2_FG002	protein_coding
chr3	143596873	143603875	7003	+	ensembl_WGS	gene	AC193353.3_FG002	AC193353.3_FG002	protein_coding
chr3	143605403	143606581	1179	-	ensembl_WGS	gene	GRMZM2G335046	GRMZM2G335046	protein_coding
chr3	143819458	143820172	715	+	ensembl_WGS	gene	GRMZM2G164482	GRMZM2G164482	protein_coding
chr3	156403519	156404384	866	-	ensembl_WGS	gene	AC212185.3_FG004	AC212185.3_FG004	protein_coding
chr3	160327883	160329692	1810	-	ensembl_WGS	gene	GRMZM2G129114	GRMZM2G129114	protein_coding
chr3	168963641	168965731	2091	-	ensembl_WGS	gene	GRMZM5G866271	GRMZM5G866271	protein_coding
chr3	170440239	170445344	5106	-	ensembl_WGS	gene	GRMZM2G007160	GRMZM2G007160	protein_coding
chr3	173569830	173571312	1483	-	ensembl_WGS	gene	GRMZM2G180799	GRMZM2G180799	protein_coding
chr3	183090121	183090453	333	+	ensembl_WGS	gene	AC195348.3_FG004	AC195348.3_FG004	protein_coding
chr3	183236038	183239409	3372	-	ensembl_WGS	gene	GRMZM2G402618	GRMZM2G402618	protein_coding
chr3	184461058	184462419	1362	+	ensembl_WGS	gene	GRMZM2G426613	GRMZM2G426613	protein_coding
chr3	184932051	184941349	9299	-	ensembl_WGS	gene	GRMZM2G065290	GRMZM2G065290	protein_coding
chr3	186385484	186388231	2748	+	ensembl_WGS	gene	GRMZM2G155397	GRMZM2G155397	protein_coding
chr3	188923753	188924225	473	-	ensembl_WGS	gene	GRMZM2G005825	GRMZM2G005825	protein_coding
chr3	189896515	189902414	5900	+	ensembl_WGS	gene	GRMZM2G116700	GRMZM2G116700	protein_coding
chr3	190944342	190947332	2991	-	ensembl_WGS	gene	GRMZM2G135054	GRMZM2G135054	protein_coding
chr3	191188560	191194936	6377	-	ensembl_WGS	gene	GRMZM2G054811	GRMZM2G054811	protein_coding
chr3	194047847	194048693	847	+	ensembl_WGS	gene	GRMZM2G152451	GRMZM2G152451	protein_coding
chr3	194818944	194820744	1801	-	ensembl_WGS	gene	GRMZM2G111637	GRMZM2G111637	protein_coding
chr3	201095421	201096057	637	+	ensembl_WGS	gene	GRMZM5G878322	GRMZM5G878322	protein_coding
chr3	202942770	202965565	22796	-	ensembl_WGS	gene	GRMZM5G863596	GRMZM5G863596	protein_coding
chr3	214003318	214006343	3026	+	ensembl_WGS	gene	GRMZM2G087150	GRMZM2G087150	protein_coding
chr3	214175141	214178092	2952	+	ensembl_WGS	gene	GRMZM2G094736	GRMZM2G094736	protein_coding
chr3	214726317	214729573	3257	-	ensembl_WGS	gene	GRMZM2G157912	GRMZM2G157912	protein_coding
chr3	217462232	217464092	1861	+	ensembl_WGS	gene	GRMZM2G105140	GRMZM2G105140	protein_coding
chr3	219099193	219101141	1949	+	ensembl_WGS	gene	GRMZM2G342693	GRMZM2G342693	protein_coding
chr3	219258608	219260818	2211	-	ensembl_WGS	gene	GRMZM2G022440	GRMZM2G022440	protein_coding
chr3	230940379	230941009	631	-	ensembl_WGS	gene	GRMZM5G854439	GRMZM5G854439	protein_coding
chr3	3698430	3698934	505	-	ensembl_WGS	gene	GRMZM2G305048	GRMZM2G305048	protein_coding
chr3	4877173	4877422	250	+	ensembl_WGS	gene	AC207740.3_FG005	AC207740.3_FG005	protein_coding
chr3	5334490	5336457	1968	-	ensembl_WGS	gene	GRMZM2G313867	GRMZM2G313867	protein_coding
chr3	5786252	5789252	3001	+	ensembl_WGS	gene	GRMZM2G068352	GRMZM2G068352	protein_coding
chr3	9944317	9949371	5055	-	ensembl_WGS	gene	GRMZM2G100349	GRMZM2G100349	protein_coding
chr3	18849540	18850623	1084	+	ensembl_WGS	gene	GRMZM2G350621	GRMZM2G350621	protein_coding
chr3	32033593	32037043	3451	+	ensembl_WGS	gene	GRMZM2G049895	GRMZM2G049895	protein_coding
chr3	32124585	32127541	2957	-	ensembl_WGS	gene	GRMZM2G083176	GRMZM2G083176	protein_coding
chr3	32448883	32449887	1005	-	ensembl_WGS	gene	GRMZM2G464422	GRMZM2G464422	protein_coding
chr3	33126989	33128742	1754	+	ensembl_WGS	gene	GRMZM2G058881	GRMZM2G058881	protein_coding
chr3	37865603	37869803	4201	+	ensembl_WGS	gene	GRMZM2G069208	GRMZM2G069208	protein_coding
chr3	38053287	38062585	9299	-	ensembl_WGS	gene	GRMZM2G064541	GRMZM2G064541	protein_coding
chr3	40915630	40917132	1503	-	ensembl_WGS	gene	GRMZM2G554475	GRMZM2G554475	protein_coding
chr3	48929317	48933290	3974	+	ensembl_WGS	gene	GRMZM2G441444	GRMZM2G441444	protein_coding
chr3	50093119	50099618	6500	-	ensembl_WGS	gene	GRMZM2G119894	GRMZM2G119894	protein_coding
chr3	52810263	52811460	1198	+	ensembl_WGS	gene	GRMZM2G179170	GRMZM2G179170	protein_coding
chr3	54469147	54472943	3797	+	ensembl_WGS	gene	GRMZM2G051256	GRMZM2G051256	protein_coding
chr3	55167963	55170910	2948	+	ensembl_WGS	gene	GRMZM2G396825	GRMZM2G396825	protein_coding
chr3	74801239	74801859	621	-	ensembl_WGS	gene	AC177922.2_FG002	AC177922.2_FG002	protein_coding
chr3	98442862	98443856	995	+	ensembl_WGS	gene	GRMZM2G094081	GRMZM2G094081	protein_coding
chr3	99501976	99520464	18489	-	ensembl_WGS	gene	GRMZM2G395853	GRMZM2G395853	protein_coding
chr3	102939883	102940838	956	-	ensembl_WGS	gene	GRMZM5G837123	GRMZM5G837123	protein_coding
chr3	134613812	134615464	1653	-	ensembl_WGS	gene	GRMZM2G175761	GRMZM2G175761	protein_coding
chr3	139283031	139284715	1685	+	ensembl_WGS	gene	AC187222.4_FG001	AC187222.4_FG001	protein_coding
chr3	143605403	143606581	1179	-	ensembl_WGS	gene	GRMZM2G335046	GRMZM2G335046	protein_coding
chr3	158974015	158978367	4353	-	ensembl_WGS	gene	GRMZM2G171622	GRMZM2G171622	protein_coding
chr3	158979321	159007265	27945	-	ensembl_WGS	gene	GRMZM2G171650	GRMZM2G171650	protein_coding
chr3	160327883	160329692	1810	-	ensembl_WGS	gene	GRMZM2G129114	GRMZM2G129114	protein_coding
chr3	174461511	174465217	3707	-	ensembl_WGS	gene	GRMZM2G129428	GRMZM2G129428	protein_coding
chr3	179122113	179125804	3692	-	ensembl_WGS	gene	GRMZM2G400390	GRMZM2G400390	protein_coding
chr3	180041545	180043505	1961	-	ensembl_WGS	gene	GRMZM2G059453	GRMZM2G059453	protein_coding
chr3	182776161	182781432	5272	-	ensembl_WGS	gene	GRMZM2G448633	GRMZM2G448633	protein_coding
chr3	186042590	186045114	2525	-	ensembl_WGS	gene	GRMZM2G157929	GRMZM2G157929	protein_coding
chr3	188328660	188331609	2950	-	ensembl_WGS	gene	GRMZM2G047274	GRMZM2G047274	protein_coding
chr3	190944342	190947332	2991	-	ensembl_WGS	gene	GRMZM2G135054	GRMZM2G135054	protein_coding
chr3	193843756	193847357	3602	-	ensembl_WGS	gene	GRMZM2G029785	GRMZM2G029785	protein_coding
chr3	197386891	197392522	5632	-	ensembl_WGS	gene	GRMZM2G010306	GRMZM2G010306	protein_coding
chr3	202897661	202908175	10515	-	ensembl_WGS	gene	AC207628.4_FG003	AC207628.4_FG003	protein_coding
chr3	206419552	206420408	857	+	ensembl_WGS	gene	GRMZM5G859315	GRMZM5G859315	protein_coding
chr3	208055288	208058592	3305	-	ensembl_WGS	gene	GRMZM2G054663	GRMZM2G054663	protein_coding
chr3	210759447	210763500	4054	-	ensembl_WGS	gene	GRMZM2G024247	GRMZM2G024247	protein_coding
chr3	218781797	218782249	453	-	ensembl_WGS	gene	GRMZM2G090929	GRMZM2G090929	protein_coding
chr3	227395004	227397309	2306	+	ensembl_WGS	gene	GRMZM2G064744	GRMZM2G064744	protein_coding
chr6	5508296	5511049	2754	-	ensembl_WGS	gene	GRMZM2G013152	GRMZM2G013152	protein_coding
chr6	19123243	19124949	1707	-	ensembl_WGS	gene	GRMZM2G436404	GRMZM2G436404	protein_coding
chr6	24181660	24193140	11481	+	ensembl_WGS	gene	GRMZM5G832409	GRMZM5G832409	protein_coding
chr6	34217717	34222233	4517	-	ensembl_WGS	gene	GRMZM2G403003	GRMZM2G403003	protein_coding
chr6	44583423	44592593	9171	+	ensembl_WGS	gene	GRMZM2G156956	GRMZM2G156956	protein_coding
chr6	45711013	45711324	312	+	ensembl_WGS	gene	AC201769.3_FG002	AC201769.3_FG002	protein_coding
chr6	46681316	46681543	228	-	ensembl_WGS	gene	GRMZM2G700920	GRMZM2G700920	protein_coding
chr6	49962469	49963045	577	-	ensembl_WGS	gene	GRMZM2G140317	GRMZM2G140317	protein_coding
chr6	51214799	51215380	582	+	ensembl_WGS	gene	GRMZM2G000703	GRMZM2G000703	protein_coding
chr6	55027720	55030155	2436	+	ensembl_WGS	gene	GRMZM2G333579	GRMZM2G333579	protein_coding
chr6	55298021	55302126	4106	+	ensembl_WGS	gene	GRMZM2G122214	GRMZM2G122214	protein_coding
chr6	55648330	55654264	5935	+	ensembl_WGS	gene	GRMZM2G011655	GRMZM2G011655	protein_coding
chr6	58959543	58961805	2263	-	ensembl_WGS	gene	GRMZM2G424437	GRMZM2G424437	protein_coding
chr6	60182469	60183781	1313	-	ensembl_WGS	gene	GRMZM2G400718	GRMZM2G400718	protein_coding
chr6	60854578	60856028	1451	-	ensembl_WGS	gene	GRMZM2G083408	GRMZM2G083408	protein_coding
chr6	63919594	63950765	31172	+	ensembl_WGS	gene	GRMZM2G052812	GRMZM2G052812	protein_coding
chr6	66001512	66003004	1493	-	ensembl_WGS	gene	AC197909.3_FG002	AC197909.3_FG002	protein_coding
chr6	78098525	78100716	2192	+	ensembl_WGS	gene	GRMZM2G102225	GRMZM2G102225	protein_coding
chr6	88998487	88999778	1292	+	ensembl_WGS	gene	GRMZM2G139675	GRMZM2G139675	protein_coding
chr6	89785632	89788795	3164	+	ensembl_WGS	gene	AC205345.3_FG002	AC205345.3_FG002	protein_coding
chr6	91630823	91634799	3977	+	ensembl_WGS	gene	GRMZM2G428518	GRMZM2G428518	protein_coding
chr6	104828445	104828661	217	-	ensembl_WGS	gene	GRMZM5G800610	GRMZM5G800610	protein_coding
chr6	120054604	120057326	2723	+	ensembl_WGS	gene	GRMZM2G114801	GRMZM2G114801	protein_coding
chr6	120132638	120136791	4154	-	ensembl_WGS	gene	GRMZM2G036564	GRMZM2G036564	protein_coding
chr6	141835472	141837046	1575	-	ensembl_WGS	gene	GRMZM2G136236	GRMZM2G136236	protein_coding
chr6	145087390	145092573	5184	+	ensembl_WGS	gene	GRMZM2G179301	GRMZM2G179301	protein_coding
chr6	145987055	145997616	10562	-	ensembl_WGS	gene	GRMZM2G306345	GRMZM2G306345	protein_coding
chr6	150509782	150519705	9924	+	ensembl_WGS	gene	GRMZM2G118037	GRMZM2G118037	protein_coding
chr6	163843112	163847600	4489	-	ensembl_WGS	gene	GRMZM2G381709	GRMZM2G381709	protein_coding
chr6	164695372	164701380	6009	+	ensembl_WGS	gene	GRMZM2G023207	GRMZM2G023207	protein_coding
chr6	1338452	1339388	937	-	ensembl_WGS	gene	GRMZM2G122357	GRMZM2G122357	protein_coding
chr6	2442623	2445703	3081	-	ensembl_WGS	gene	GRMZM2G370188	GRMZM2G370188	protein_coding
chr6	5455039	5462028	6990	-	ensembl_WGS	gene	GRMZM2G309356	GRMZM2G309356	protein_coding
chr6	18918309	18924726	6418	-	ensembl_WGS	gene	GRMZM2G036966	GRMZM2G036966	protein_coding
chr6	19962512	19966575	4064	-	ensembl_WGS	gene	GRMZM2G392516	GRMZM2G392516	protein_coding
chr6	19962512	19966575	4064	-	ensembl_WGS	gene	GRMZM2G392516	GRMZM2G392516	protein_coding
chr6	25544669	25545574	906	-	ensembl_WGS	gene	GRMZM2G410757	GRMZM2G410757	protein_coding
chr6	34547720	34568182	20463	-	ensembl_WGS	gene	GRMZM2G180519	GRMZM2G180519	protein_coding
chr6	44583423	44592593	9171	+	ensembl_WGS	gene	GRMZM2G156956	GRMZM2G156956	protein_coding
chr6	45526392	45526622	231	+	ensembl_WGS	gene	GRMZM5G841805	GRMZM5G841805	protein_coding
chr6	47325654	47328112	2459	-	ensembl_WGS	gene	GRMZM2G154422	GRMZM2G154422	protein_coding
chr6	51727003	51727597	595	+	ensembl_WGS	gene	GRMZM2G522053	GRMZM2G522053	pseudogene
chr6	53916990	53917777	788	+	ensembl_WGS	gene	GRMZM2G161959	GRMZM2G161959	protein_coding
chr6	55298021	55302126	4106	+	ensembl_WGS	gene	GRMZM2G122214	GRMZM2G122214	protein_coding
chr6	56067557	56068921	1365	-	ensembl_WGS	gene	GRMZM2G137083	GRMZM2G137083	protein_coding
chr6	56220287	56220994	708	+	ensembl_WGS	gene	AC205605.3_FG002	AC205605.3_FG002	protein_coding
chr6	60854578	60856028	1451	-	ensembl_WGS	gene	GRMZM2G083408	GRMZM2G083408	protein_coding
chr6	85407699	85413234	5536	+	ensembl_WGS	gene	GRMZM2G048644	GRMZM2G048644	protein_coding
chr6	95940460	95946990	6531	-	ensembl_WGS	gene	GRMZM2G171328	GRMZM2G171328	protein_coding
chr6	97711535	97713399	1865	-	ensembl_WGS	gene	GRMZM2G096431	GRMZM2G096431	protein_coding
chr6	99126090	99127956	1867	-	ensembl_WGS	gene	GRMZM2G153666	GRMZM2G153666	protein_coding
chr6	104828445	104828661	217	-	ensembl_WGS	gene	GRMZM5G800610	GRMZM5G800610	protein_coding
chr6	108305466	108307341	1876	+	ensembl_WGS	gene	GRMZM5G850129	GRMZM5G850129	protein_coding
chr6	110024780	110026340	1561	+	ensembl_WGS	gene	GRMZM2G027070	GRMZM2G027070	protein_coding
chr6	115365151	115365909	759	-	ensembl_WGS	gene	GRMZM2G166364	GRMZM2G166364	protein_coding
chr6	118073100	118075002	1903	+	ensembl_WGS	gene	GRMZM2G155546	GRMZM2G155546	protein_coding
chr6	145649617	145655088	5472	-	ensembl_WGS	gene	GRMZM2G546452	GRMZM2G546452	protein_coding
chr6	155454682	155457150	2469	-	ensembl_WGS	gene	GRMZM2G117392	GRMZM2G117392	protein_coding
chr6	156746799	156747528	730	-	ensembl_WGS	gene	GRMZM2G313101	GRMZM2G313101	protein_coding
chr6	163843112	163847600	4489	-	ensembl_WGS	gene	GRMZM2G381709	GRMZM2G381709	protein_coding
chr6	164181429	164183918	2490	+	ensembl_WGS	gene	GRMZM2G458607	GRMZM2G458607	protein_coding
chr8	10870907	10877056	6150	+	ensembl_WGS	gene	GRMZM2G030384	GRMZM2G030384	protein_coding
chr8	26583559	26585352	1794	-	ensembl_WGS	gene	GRMZM2G386170	GRMZM2G386170	protein_coding
chr8	27644024	27653042	9019	+	ensembl_WGS	gene	GRMZM2G058366	GRMZM2G058366	protein_coding
chr8	36545841	36551809	5969	-	ensembl_WGS	gene	GRMZM2G078025	GRMZM2G078025	protein_coding
chr8	61789798	61792259	2462	+	ensembl_WGS	gene	GRMZM2G476069	GRMZM2G476069	protein_coding
chr8	61720131	61720395	265	-	ensembl_WGS	gene	GRMZM5G828783	GRMZM5G828783	protein_coding
chr8	64569287	64573386	4100	+	ensembl_WGS	gene	GRMZM2G075839	GRMZM2G075839	protein_coding
chr8	67407639	67411485	3847	+	ensembl_WGS	gene	GRMZM2G101149	GRMZM2G101149	protein_coding
chr8	69054058	69055371	1314	-	ensembl_WGS	gene	GRMZM2G125337	GRMZM2G125337	protein_coding
chr8	70387416	70391998	4583	+	ensembl_WGS	gene	GRMZM2G021865	GRMZM2G021865	protein_coding
chr8	70511037	70513637	2601	+	ensembl_WGS	gene	GRMZM2G113720	GRMZM2G113720	protein_coding
chr8	71651643	71652391	749	-	ensembl_WGS	gene	GRMZM5G887975	GRMZM5G887975	protein_coding
chr8	74126851	74127738	888	-	ensembl_WGS	gene	AC188724.3_FG006	AC188724.3_FG006	protein_coding
chr8	74702933	74703271	339	+	ensembl_WGS	gene	AC186807.4_FG002	AC186807.4_FG002	protein_coding
chr8	79006861	79011812	4952	-	ensembl_WGS	gene	GRMZM2G456000	GRMZM2G456000	protein_coding
chr8	84611897	84612637	741	+	ensembl_WGS	gene	GRMZM2G110997	GRMZM2G110997	protein_coding
chr8	85097051	85103610	6560	-	ensembl_WGS	gene	GRMZM2G014723	GRMZM2G014723	protein_coding
chr8	85579184	85579411	228	+	ensembl_WGS	gene	GRMZM2G700539	GRMZM2G700539	protein_coding
chr8	86905303	86908557	3255	-	ensembl_WGS	gene	GRMZM2G118109	GRMZM2G118109	protein_coding
chr8	87727683	87727967	285	+	ensembl_WGS	gene	GRMZM2G323456	GRMZM2G323456	protein_coding
chr8	89774340	89775155	816	-	ensembl_WGS	gene	GRMZM2G135530	GRMZM2G135530	protein_coding
chr8	94991941	94998861	6921	-	ensembl_WGS	gene	GRMZM2G544990	GRMZM2G544990	protein_coding
chr8	106271478	106274637	3160	-	ensembl_WGS	gene	GRMZM2G100116	GRMZM2G100116	protein_coding
chr8	118191461	118195143	3683	-	ensembl_WGS	gene	AC197705.4_FG007	AC197705.4_FG007	protein_coding
chr8	120060780	120063628	2849	-	ensembl_WGS	gene	GRMZM2G034647	GRMZM2G034647	protein_coding
chr8	120773908	120778906	4999	-	ensembl_WGS	gene	GRMZM2G083016	GRMZM2G083016	protein_coding
chr8	123004028	123007701	3674	-	ensembl_WGS	gene	AC209819.3_FG003	AC209819.3_FG003	protein_coding
chr8	123501085	123502873	1789	-	ensembl_WGS	gene	GRMZM2G179264	GRMZM2G179264	protein_coding
chr8	130121149	130126096	4948	+	ensembl_WGS	gene	GRMZM2G378402	GRMZM2G378402	protein_coding
chr8	130926648	130938454	11807	+	ensembl_WGS	gene	GRMZM2G020096	GRMZM2G020096	protein_coding
chr8	132135480	132136854	1375	+	ensembl_WGS	gene	GRMZM2G062706	GRMZM2G062706	protein_coding
chr8	132327747	132328904	1158	+	ensembl_WGS	gene	GRMZM2G140083	GRMZM2G140083	protein_coding
chr8	133181699	133186955	5257	+	ensembl_WGS	gene	GRMZM2G005350	GRMZM2G005350	protein_coding
chr8	133933215	133936505	3291	+	ensembl_WGS	gene	GRMZM2G141922	GRMZM2G141922	protein_coding
chr8	138909363	138913061	3699	+	ensembl_WGS	gene	GRMZM2G165428	GRMZM2G165428	protein_coding
chr8	144467963	144472082	4120	-	ensembl_WGS	gene	GRMZM2G147714	GRMZM2G147714	protein_coding
chr8	145839649	145841307	1659	+	ensembl_WGS	gene	GRMZM2G131315	GRMZM2G131315	protein_coding
chr8	157288922	157294484	5563	+	ensembl_WGS	gene	GRMZM2G118265	GRMZM2G118265	protein_coding
chr8	162557420	162560576	3157	+	ensembl_WGS	gene	GRMZM2G030762	GRMZM2G030762	protein_coding
chr8	163214353	163217092	2740	+	ensembl_WGS	gene	AC183950.2_FG004	AC183950.2_FG004	protein_coding
chr8	163734332	163737645	3314	+	ensembl_WGS	gene	GRMZM2G091397	GRMZM2G091397	protein_coding
chr8	165200031	165200732	702	-	ensembl_WGS	gene	GRMZM2G431066	GRMZM2G431066	protein_coding
chr8	10809440	10813493	4054	+	ensembl_WGS	gene	GRMZM2G060061	GRMZM2G060061	protein_coding
chr8	17242891	17244208	1318	-	ensembl_WGS	gene	GRMZM2G473147	GRMZM2G473147	protein_coding
chr8	21874081	21876830	2750	+	ensembl_WGS	gene	GRMZM2G033283	GRMZM2G033283	protein_coding
chr8	23414184	23420983	6800	-	ensembl_WGS	gene	GRMZM2G472655	GRMZM2G472655	transposable_element
chr8	27644024	27653042	9019	+	ensembl_WGS	gene	GRMZM2G058366	GRMZM2G058366	protein_coding
chr8	61953310	62000059	46750	-	ensembl_WGS	gene	AC186431.5_FG001	AC186431.5_FG001	protein_coding
chr8	64569287	64573386	4100	+	ensembl_WGS	gene	GRMZM2G075839	GRMZM2G075839	protein_coding
chr8	67407639	67411485	3847	+	ensembl_WGS	gene	GRMZM2G101149	GRMZM2G101149	protein_coding
chr8	71651643	71652391	749	-	ensembl_WGS	gene	GRMZM5G887975	GRMZM5G887975	protein_coding
chr8	73872202	73875838	3637	-	ensembl_WGS	gene	GRMZM2G166062	GRMZM2G166062	protein_coding
chr8	74621038	74622668	1631	-	ensembl_WGS	gene	GRMZM2G019771	GRMZM2G019771	protein_coding
chr8	78358305	78366485	8181	-	ensembl_WGS	gene	GRMZM2G451483	GRMZM2G451483	protein_coding
chr8	78643849	78648764	4916	+	ensembl_WGS	gene	GRMZM5G892645	GRMZM5G892645	protein_coding
chr8	83931855	83932916	1062	-	ensembl_WGS	gene	GRMZM5G812554	GRMZM5G812554	protein_coding
chr8	84408143	84414040	5898	+	ensembl_WGS	gene	GRMZM2G160024	GRMZM2G160024	protein_coding
chr8	86905303	86908557	3255	-	ensembl_WGS	gene	GRMZM2G118109	GRMZM2G118109	protein_coding
chr8	87727683	87727967	285	+	ensembl_WGS	gene	GRMZM2G323456	GRMZM2G323456	protein_coding
chr8	111864621	111872240	7620	+	ensembl_WGS	gene	GRMZM2G053882	GRMZM2G053882	protein_coding
chr8	120060780	120063628	2849	-	ensembl_WGS	gene	GRMZM2G034647	GRMZM2G034647	protein_coding
chr8	132327747	132328904	1158	+	ensembl_WGS	gene	GRMZM2G140083	GRMZM2G140083	protein_coding
chr8	133946985	133949080	2096	-	ensembl_WGS	gene	GRMZM2G141859	GRMZM2G141859	protein_coding
chr8	140095119	140098045	2927	-	ensembl_WGS	gene	GRMZM2G155021	GRMZM2G155021	protein_coding
chr8	144467963	144472082	4120	-	ensembl_WGS	gene	GRMZM2G147714	GRMZM2G147714	protein_coding
chr8	149175660	149183318	7659	+	ensembl_WGS	gene	GRMZM2G369047	GRMZM2G369047	protein_coding
chr8	149887725	149891509	3785	-	ensembl_WGS	gene	GRMZM2G060516	GRMZM2G060516	protein_coding
chr8	151499077	151504358	5282	+	ensembl_WGS	gene	GRMZM2G149175	GRMZM2G149175	protein_coding
chr8	152724957	152726154	1198	+	ensembl_WGS	gene	GRMZM5G835704	GRMZM5G835704	protein_coding
chr8	155839328	155847673	8346	-	ensembl_WGS	gene	GRMZM2G313737	GRMZM2G313737	protein_coding
chr8	156255731	156258807	3077	+	ensembl_WGS	gene	GRMZM2G017193	GRMZM2G017193	protein_coding
chr8	157409381	157413005	3625	+	ensembl_WGS	gene	GRMZM2G133959	GRMZM2G133959	protein_coding
chr8	157882218	157883837	1620	+	ensembl_WGS	gene	GRMZM2G356714	GRMZM2G356714	protein_coding
chr8	160414015	160415365	1351	-	ensembl_WGS	gene	GRMZM2G433959	GRMZM2G433959	protein_coding
chr8	161623750	161626734	2985	-	ensembl_WGS	gene	GRMZM2G003518	GRMZM2G003518	protein_coding
chr8	162752046	162752849	804	-	ensembl_WGS	gene	GRMZM2G471051	GRMZM2G471051	protein_coding
chr8	164376308	164380169	3862	-	ensembl_WGS	gene	GRMZM2G024799	GRMZM2G024799	protein_coding
chr8	165728910	165730561	1652	-	ensembl_WGS	gene	GRMZM2G113959	GRMZM2G113959	protein_coding
chr8	169160825	169162216	1392	-	ensembl_WGS	gene	GRMZM2G088286	GRMZM2G088286	protein_coding
chr8	169789008	169792907	3900	+	ensembl_WGS	gene	GRMZM2G099045	GRMZM2G099045	protein_coding
chr8	173863276	173864642	1367	-	ensembl_WGS	gene	GRMZM2G496319	GRMZM2G496319	protein_coding
chr7	13565705	13568063	2359	-	ensembl_WGS	gene	GRMZM2G146940	GRMZM2G146940	protein_coding
chr7	15328436	15331551	3116	+	ensembl_WGS	gene	GRMZM2G156684	GRMZM2G156684	protein_coding
chr7	16272207	16282431	10225	+	ensembl_WGS	gene	GRMZM2G457534	GRMZM2G457534	protein_coding
chr7	18425563	18429337	3775	-	ensembl_WGS	gene	GRMZM2G432642	GRMZM2G432642	protein_coding
chr7	19418675	19419978	1304	+	ensembl_WGS	gene	GRMZM2G104559	GRMZM2G104559	protein_coding
chr7	21938806	21939853	1048	-	ensembl_WGS	gene	GRMZM2G167946	GRMZM2G167946	protein_coding
chr7	29252685	29254774	2090	+	ensembl_WGS	gene	GRMZM2G171967	GRMZM2G171967	protein_coding
chr7	31303671	31308697	5027	+	ensembl_WGS	gene	GRMZM2G130651	GRMZM2G130651	protein_coding
chr7	38961855	38963373	1519	-	ensembl_WGS	gene	GRMZM2G176834	GRMZM2G176834	protein_coding
chr7	45386942	45388579	1638	+	ensembl_WGS	gene	GRMZM2G055009	GRMZM2G055009	protein_coding
chr7	65913431	65914229	799	+	ensembl_WGS	gene	GRMZM2G448918	GRMZM2G448918	protein_coding
chr7	77221001	77222700	1700	-	ensembl_WGS	gene	GRMZM2G026546	GRMZM2G026546	protein_coding
chr7	78771563	78782448	10886	-	ensembl_WGS	gene	GRMZM2G067989	GRMZM2G067989	protein_coding
chr7	83367345	83368366	1022	+	ensembl_WGS	gene	GRMZM2G008657	GRMZM2G008657	protein_coding
